gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
PEX26,1,SPLEEN,"","","","","",Orphanet_912,0.77165433962824,"Zellweger syndrome: The most severe variant seen in the peroxisome biogenesis disorders that is characterized by neuronal migration defects in the brain, dysmorphic craniofacial features, profound hypotonia, neonatal seizures, and liver dysfunction.",ENSG00000215193
CFH,1,COLON,"","","","","",Orphanet_93571,0.771474857258831,"Dense deposit disease: Dense deposit disease, a histological subtype of MPGN is an idiopathic chronic progressive kidney disorder distinguished by the presence of intra-membranous dense deposits in addition to immune complex subendothelial deposits in the glomerular capillary walls. This form often has a higher recurrence rate after a kidney transplant and is associated with extra-renal manifestations such as familial drusen.",ENSG00000000971
TRRAP,1,SPLEEN,"","","","","",MONDO_0032760,0.771274899964127,developmental delay with or without dysmorphic facies and autism: NA,ENSG00000196367
COL17A1,1,LUNG,"","","","","",Orphanet_89840,0.771173419344618,"Junctional epidermolysis bullosa, non-Herlitz type: Junctional epidermolysis bullosa, non-Herlitz (JEB-nH) is a subtype of junctional epidermolysis bullosa (JEB) characterized by the presence of skin and mucosal blistering, nail dystrophy or nail absence and enamel hypoplasia.",ENSG00000065618
TGFB2,1,LUNG,"","","","","",Orphanet_60030,0.771117314905386,"Loeys-Dietz syndrome: Loeys-Dietz syndrome is a rare genetic connective tissue disorder characterized by a broad spectrum of craniofacial, vascular and skeletal manifestations with four genetic subtypes described forming a clinical continuum.",ENSG00000092969
SF3B4,1,KIDNEY,"","","","","",Orphanet_245,0.770959607546379,"Nager syndrome: Nager syndrome, also called Nager acrofacial dysostosis (NAFD) is a congenital malformation syndrome characterized by mandibulofacial dystosis (malar hypoplasia, micrognathia, external ear malformations) and variable preaxial limb defects.",ENSG00000143368
TIMM50,1,COLON,"","","","","",MONDO_0044724,0.770869275018933,3-methylglutaconic aciduria type 9: NA,ENSG00000105197
SCN1A,1,HEART,"","","","","",MONDO_0012320,0.768637006680828,"migraine, familial hemiplegic, 3: Any familial or sporadic hemiplegic migraine in which the cause of the disease is a mutation in the SCN1A gene.",ENSG00000144285
PC,1,KIDNEY,"","","","","",Orphanet_3008,0.76836543708834,"Pyruvate carboxylase deficiency: Pyruvate carboxylase (PC) deficiency is a rare neurometabolic disorder characterized by metabolic acidosis, failure to thrive, developmental delay, and recurrent seizures at an early age in severely affected patients.",ENSG00000173599
CXCR4,1,ADRNL,"","","","","",Orphanet_51636,0.766177323287371,"WHIM syndrome: WHIM (Warts, Hypogammaglobulinemia, Infections, and Myelokathexis) syndrome is a congenital autosomal dominant immune deficiency characterized by abnormal retention of mature neutrophils in the bone marrow (myelokathexis) and occasionnal hypogammaglobulinemia, associated with an increased risk for bacterial infections and a susceptibility to human papillomavirus (HPV) induced lesions (cutaneous warts, genital dysplasia and invasive mucosal carcinoma).",ENSG00000121966
PIK3R1,1,COLON,"","","","","",Orphanet_33110,0.765006225871729,"Autosomal agammaglobulinemia: Agammaglobulinemia, non-Bruton type (autosomal agammaglobulinemia) is a rare form of agammaglobulinemia, a primary immunodeficiency disease, and is characterized by variable immune dysfunction with frequent and recurrent bacterial infections and/or chronic diarrhea.",ENSG00000145675
LAMB2,1,HEART,"","","","","",Orphanet_306507,0.763695958794816,"LAMB2-related infantile-onset nephrotic syndrome: LAMB2-related infantile-onset nephrotic syndrome is a rare primary glomerular disease due to homozygous mutations in LAMB2 gene, characterized by prenatal or early-onset progressive steroid-resistant nephrotic syndrome leading to renal failure, and variable ocular defects including myopia, fundus abnormalities, strabismus or nystagmus, without severe visual impairment or blindness. Patients present in early infancy with massive proteinuria, edema, hypertension, and hyperlipidemia. Psychomotor development is normal.",ENSG00000172037
KMT2A,1,SPLEEN,"","","","","",Orphanet_319182,0.763535638648635,"Wiedemann-Steiner syndrome: Wiedemann-Steiner syndrome is a rare genetic condition characterized by distinctive facial features, hairy elbows, short stature, and intellectual disability. This condition is caused by changes (mutations) in the KMT2A gene (also known as the MLL gene). It is inherited in an autosomal dominant manner. Most cases result from new (de novo) mutations that occur only in an egg or sperm cell, or just after conception. Treatment is symptomatic and supportive and may include special education classes and speech and occupational therapies aimed at increasing motor functioning and language.",ENSG00000118058
SCN1A,1,HEART,"","","","","",Orphanet_569,0.762195933930826,Familial or sporadic hemiplegic migraine: Hemiplegic migraine (HM) is a rare variety of migraine with aura characterized by the presence of a motor weakness during the aura. Hemiplegic migraine has two main forms depending on the familial history: patients with at least one first- or second-degree relative who has aura including motor weakness have familial hemiplegic migraine (FHM); patients without such familial history have sporadic hemiplegic migraine (SHM).,ENSG00000144285
IFT52,1,COLON,"","","","","",Orphanet_1515,0.761214711941917,"Cranioectodermal dysplasia: Cranioectodermal dysplasia (CED) is a rare developmental disorder characterized by congenital skeletal and ectodermal defects associated with dysmorphic features, nephronophthisis, hepatic fibrosis and ocular anomalies (mainly retinitis pigmentosa).",ENSG00000101052
SCNN1B,1,LUNG,"","","","","",HP_0002110,0.761157682394355,Bronchiectasis: Persistent abnormal dilatation of the bronchi owing to localized and irreversible destruction and widening of the large airways.,ENSG00000168447
MME,1,SPLEEN,"","","","","",EFO_0009162,0.761157053705272,"charcot-marie-tooth disease, axonal, type 2t: Charcot-Marie-Tooth disease type 2T (CMT2T) is a slowly progressive autosomal recessive sensorimotor peripheral neuropathy with onset in middle age (Higuchi et al., 2016).",ENSG00000196549
PSPH,1,ADRNL,"","","","","",Orphanet_79350,0.760989673783569,"3-phosphoserine phosphatase deficiency: 3-Phosphoserine phosphatase deficiency is an extremely rare form of serine deficiency syndrome characterized clinically by congenital microcephaly and severe psychomotor retardation in the single reported case to date, which was associated with Williams syndrome.",ENSG00000146733
TRPM6,1,SMLINT,"","","","","",Orphanet_30924,0.760828810182544,"Primary hypomagnesemia with secondary hypocalcemia: Primary hypomagnesemia with secondary hypocalcemia (PHSH) is a form of familial primary hypomagnesemia (FPH, see this term), characterized by severe hypomagnesemia and secondary hypocalcemia associated with neurological symptoms, including generalized seizures, tetany and muscle spasms. PHSH may be fatal or may result in chronic irreversible neurological complications.",ENSG00000119121
CFH,1,COLON,"","","","","",MONDO_0001549,0.760682447646046,hemolytic-uremic syndrome: Acute kidney injury associated with microangiopathic hemolytic anemia and thrombocytopenia.,ENSG00000000971
SNX14,1,ADRNL,"","","","","",Orphanet_397709,0.760060970430772,Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome: Any autosomal recessive cerebellar ataxia in which the cause of the disease is a mutation in the SNX14 gene.,ENSG00000135317
NANS,1,COLON,"","","","","",Orphanet_168454,0.759872899053044,"Spondyloepimetaphyseal dysplasia, Geneviève type: NA",ENSG00000095380
ITPR1,1,KIDNEY,"","","","","",Orphanet_98769,0.759690374944667,"Spinocerebellar ataxia type 15/16: Spinocerebellar ataxia type 15/16 (SCA15/16) is a rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by cerebellar ataxia, tremor and cognitive impairment.",ENSG00000150995
NBAS,1,ADRNL,"","","","","",Orphanet_391677,0.759538866559346,Short stature-optic atrophy-Pelger-Huët anomaly syndrome: NA,ENSG00000151779
ITCH,1,ADRNL,"","","","","",Orphanet_228426,0.758752962437052,Syndromic multisystem autoimmune disease due to Itch deficiency: NA,ENSG00000078747
KLHL3,1,SPLEEN,"","","","","",Orphanet_757,0.758054360407036,"Pseudohypoaldosteronism type 2: Pseudohypoaldosteronism type 2 (PHA2) is a rare inherited form of hypertension characterized by hyperkalemia, hyperchloremic metabolic acidosis, normal or elevated aldosterone, low renin, and normal renal function.",ENSG00000146021
CAPN1,1,ADRNL,"","","","","",EFO_0009019,0.757482459786173,"Autosomal recessive spastic paraplegia type 76: Spastic paraplegia-76 is an autosomal recessive neurologic disorder characterized by young-adult onset of slowly progressive spasticity of the lower limbs resulting in gait difficulties. Most affected individuals have upper limb involvement and additional features such as foot deformities and dysarthria. Cognition is unaffected (summary by Gan-Or et al., 2016).",ENSG00000014216
GALE,1,COLON,"","","","","",Orphanet_352,0.757440899128369,"Galactosemia: Galactosemia is a group of rare genetic metabolic disorders characterized by impaired galactose metabolism resulting in a range of variable manifestations encompassing a severe, life-threatening disease (classic galactosemia), a rare mild form (galactokinase deficiency) causing cataract, and a very rare form with variable severity (galactose epimerase deficiency) resembling classic galactosemia in the severe form (see these terms).",ENSG00000117308
CFH,1,COLON,"","","","","",Orphanet_329918,0.757426213797483,Non-immunoglobulin-mediated membranoproliferative glomerulonephritis: NA,ENSG00000000971
DSP,1,HEART,"","","","","",MONDO_0011831,0.757216328466543,arrhythmogenic right ventricular dysplasia 8: Any arrhythmogenic right ventricular cardiomyopathy in which the cause of the disease is a mutation in the DSP gene.,ENSG00000096696
VWF,1,LUNG,"","","","","",Orphanet_166078,0.757153552991357,Von Willebrand disease type 1: Type 1 von Willebrand disease (type 1 VWD) is a form of VWD characterized by a bleeding disorder associated with a partial quantitative plasmatic deficiency of an otherwise structurally and functionally normal Willebrand factor (von Willebrand factor; VWF).,ENSG00000110799
MTHFR,1,HEART,"","","","","",MONDO_0004737,0.75715016571656,"homocystinuria: An autosomal recessive inherited metabolic disorder caused by mutations in the CBS, MTHFR, MTR, and MTRR genes. It is characterized by abnormalities in the methionine metabolism and is associated with deficiency of cystathionine synthase. It results in the accumulation of homocysteine in the serum. It may affect the cardiovascular, musculoskeletal and the central nervous systems.",ENSG00000177000
GK,1,KIDNEY,"","","","","",Orphanet_308993,0.756370169851867,Glycerol kinase deficiency: An acquired metabolic disease that is has its basis in the disruption of glycerol kinase activity.,ENSG00000198814
OPTN,1,HEART,"","","","","",EFO_0004190,0.755799264791054,open-angle glaucoma: Glaucoma in which the angle of the anterior chamber is open and the trabecular meshwork does not encroach on the base of the iris.,ENSG00000123240
DYSF,1,HEART,"","","","","",Orphanet_178400,0.755678715766056,Distal myopathy with anterior tibial onset: NA,ENSG00000135636
DBT,1,HEART,"","","","","",Orphanet_268162,0.754866853193504,"Intermediate maple syrup urine disease: Intermediate maple syrup urine disease (intermediate MSUD) is a milder form of MSUD characterized by persistently raised branched-chain amino acids (BCAAs) and ketoacids, but fewer or no acute episodes of decompensation.",ENSG00000137992
CFH,1,COLON,"","","","","",Orphanet_200421,0.754725055122302,Immunodeficiency with factor H anomaly: NA,ENSG00000000971
ACTA2,1,SPLEEN,"","","","","",Orphanet_404463,0.75462557028163,"Multisystemic smooth muscle dysfunction syndrome: Multisystemic smooth muscle dysfunction syndrome is a disease in which the activity of smooth muscle throughout the body is impaired. This leads to widespread problems including blood vessel abnormalities, a decreased response of the pupils to light, a weak bladder, and weakened contractions of the muscles used for the digestion of food (hypo peristalsis). A certain mutation in the ACTA2 gene has been shown to cause this condition insome individuals.",ENSG00000107796
